Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency
0,56,4,1,28,2,4,0,6.45
0,14,2,14,2,4,16,0,11.08
0,4,4,14,14,16,1,0,6.45
0,4,98,1,1,4,32,0,11.31
0,196,4,1,16,2,2,0,16.46
0,16,7,7,16,2,2,0,16.38
0,2,1,28,32,4,7,0,6.57
0,8,7,2,112,1,4,0,6.45
0,14,16,1,2,28,4,0,6.51
0,1,98,8,32,2,1,0,16.49
0,7,28,1,8,32,1,0,6.45
0,1,49,16,1,64,1,0,16.19
0,14,1,28,8,8,2,0,11.21
0,4,7,56,8,4,1,0,27.97
0,2,196,1,1,64,2,0,10.44
0,4,8,7,1,4,56,0,6.47
0,56,1,1,14,4,16,0,6.46
0,1,16,14,16,14,1,0,6.43
0,4,14,2,14,4,8,0,6.47
0,1,1568,1,2,2,8,0,27.95
0,14,14,1,8,1,32,0,6.45
0,2,196,1,4,1,32,0,10.83
0,14,56,1,32,2,1,0,16.36
0,56,1,1,14,64,1,0,6.45
0,112,2,1,14,1,16,0,6.46
0,4,4,7,7,4,16,0,6.46
0,49,4,1,4,1,64,0,6.47
0,7,1,32,2,7,16,0,6.66
0,4,14,2,2,14,16,0,6.47
0,28,1,2,16,14,4,0,6.58
0,49,2,8,1,32,2,0,16.46
0,56,1,7,8,4,4,0,11.31
0,14,4,2,2,8,28,0,6.46
0,4,4,49,4,4,4,0,16.13
0,8,7,2,4,28,4,0,6.47
0,1,16,14,1,4,56,0,6.47
0,2,7,8,4,4,28,0,6.47
0,1,112,2,1,32,7,0,6.47
0,16,1,49,4,4,4,0,16.59
0,56,4,1,1,32,7,0,6.41
0,4,2,14,2,224,1,0,6.46
0,49,4,1,1,128,2,0,6.13
0,196,8,1,4,8,1,0,27.91
0,1,14,8,224,1,2,0,6.44
0,8,7,2,1,224,2,0,6.47
0,1,56,7,1,64,2,0,10.84
0,2,1,98,16,16,1,0,6.45
0,56,4,1,8,4,7,0,6.45
0,14,4,4,1,56,4,0,6.46
0,14,7,4,4,1,32,0,11.02
0,14,1,4,14,1,64,0,6.45
0,8,196,1,1,4,8,0,28.15
0,224,1,1,56,1,4,0,6.43
0,1,56,2,32,7,2,0,6.58
0,56,2,1,1,14,32,0,5.35
0,14,1,4,1,16,56,0,6.45
0,196,2,1,2,2,32,0,11.09
0,28,1,4,1,16,28,0,6.45
0,56,2,2,28,2,4,0,6.47
0,16,49,1,64,1,1,0,16.44
0,56,1,1,128,1,7,0,6.43
0,7,14,8,1,64,1,0,16.45
0,1,32,7,14,4,4,0,6.57
0,7,32,1,1,224,1,0,6.43
0,49,2,16,16,1,2,0,28.01
0,16,7,14,1,2,16,0,27.98
0,196,4,2,2,8,2,0,28.1
0,1,32,7,16,7,2,0,6.57
0,1,224,1,16,7,2,0,6.46
0,14,2,7,8,16,2,0,6.47
0,2,392,1,4,1,16,0,16.42
0,1,4,392,8,4,1,0,27.99
0,7,4,8,1,14,16,0,6.48
0,2,2,98,16,1,8,0,10.85
0,14,7,8,8,4,2,0,15.95
0,49,1,1,16,4,16,0,6.34
0,8,7,4,1,4,56,0,6.46
0,1,112,14,16,2,1,0,27.96
0,7,14,16,4,4,2,0,28.02
0,4,7,56,4,1,8,0,27.97
0,56,2,1,112,1,4,0,6.47
0,14,4,1,28,1,32,0,6.45
0,16,49,2,8,4,1,0,27.94
0,14,4,1,2,448,1,0,6.46
0,1,32,7,8,14,2,0,6.58
0,7,224,1,2,1,16,0,27.94
0,16,49,1,8,1,8,0,16.47
0,2,56,1,4,7,16,0,6.54
0,1,1,112,8,8,7,0,6.45
0,1,1,1568,32,1,1,0,27.86
0,16,7,7,4,8,2,0,16.46
0,1,28,7,16,4,4,0,6.56
0,2,14,4,16,7,4,0,6.48
0,49,1,1,512,2,1,0,6.34
0,1,28,7,2,2,64,0,6.53
0,2,28,2,224,2,1,0,6.46
0,4,7,8,1,4,56,0,6.46
0,1,7,8,7,128,1,0,6.45
0,1,7,32,4,2,28,0,6.58
0,2,49,8,1,32,2,0,16.47
0,2,7,16,4,28,2,0,6.46
0,7,14,8,8,4,2,0,15.95
0,8,14,7,4,8,2,0,16.34
0,4,98,2,8,1,8,0,16.47
0,14,1,16,14,16,1,0,6.44
0,1,4,14,2,112,4,0,6.56
0,2,16,7,4,4,14,0,6.47
0,7,28,8,4,8,1,0,28.03
0,7,14,4,64,2,1,0,11.05
0,56,2,2,2,7,16,0,6.47
0,1,2,49,1,64,8,0,6.42
0,2,14,2,16,7,8,0,6.47
0,7,28,1,1,64,4,0,6.11
0,4,2,14,2,56,4,0,6.47
0,2,7,28,4,8,4,0,10.81
0,7,28,1,8,4,8,0,6.52
0,14,1,14,32,8,1,0,6.45
0,2,2,14,16,4,14,0,6.46
0,7,2,8,1,448,1,0,6.53
0,14,1,28,2,1,64,0,10.96
0,7,2,4,16,2,28,0,6.46
0,7,16,2,14,4,4,0,6.47
0,7,2,14,16,1,16,0,6.44
0,8,7,7,1,64,2,0,11.02
0,2,4,14,56,2,4,0,6.46
0,14,8,1,8,28,2,0,6.5
0,784,1,1,1,4,16,0,16.43
0,2,1,98,4,1,64,0,6.45
0,28,2,14,32,2,1,0,15.93
0,2,4,28,16,14,1,0,6.44
0,1,4,49,4,2,32,0,6.54
0,4,98,2,32,1,2,0,16.33
0,14,4,1,14,4,16,0,6.5
0,2,8,7,28,8,2,0,6.47
0,1,2,56,1,448,1,0,6.45
0,1,98,2,4,32,2,0,6.57
0,7,7,16,8,1,8,0,16.44
0,14,2,2,2,224,2,0,6.47
0,16,14,1,4,8,7,0,6.5
0,14,1,28,1,4,32,0,11.04
0,2,14,2,56,1,16,0,6.46
0,8,7,2,8,28,2,0,6.46
0,7,1,14,8,4,16,0,6.51
0,16,7,14,4,1,8,0,27.97
0,112,14,1,16,2,1,0,27.97
0,1,4,49,16,1,16,0,6.45
0,8,1,14,8,7,8,0,6.57
0,1,16,7,2,16,14,0,6.58
0,1,16,14,1,7,32,0,6.47
0,2,4,7,16,56,1,0,6.46
0,14,28,2,4,8,2,0,16.35
0,2,4,7,224,2,2,0,6.47
0,4,4,7,1,7,64,0,6.46
0,2,16,7,1,112,2,0,6.46
0,2,7,4,896,1,1,0,6.51
0,14,1,56,16,2,2,0,16.56
0,4,14,1,2,16,28,0,6.48
0,28,1,14,8,16,1,0,10.97
0,1,7,7,64,2,8,0,6.44
0,7,2,28,8,4,4,0,11.04
0,1,2,392,2,8,4,0,15.82
0,2,7,16,1,4,56,0,6.46
0,196,2,2,1,1,64,0,16.4
0,2,49,16,2,8,2,0,28.09
0,1,784,1,2,1,32,0,16.33
0,28,2,1,32,4,7,0,6.5
0,2,2,28,1,224,2,0,6.46
0,7,8,2,2,7,32,0,6.47
0,1,7,16,8,14,4,0,6.57
0,2,28,14,16,1,4,0,16.43
0,8,7,4,1,112,2,0,6.53
0,7,8,2,2,32,7,0,6.5
0,7,56,4,1,32,1,0,28.07
0,28,28,2,2,1,16,0,27.98
0,7,7,8,2,2,32,0,10.73
0,2,2,28,1,64,7,0,6.46
0,28,4,7,1,64,1,0,16.39
0,4,2,49,4,2,16,0,11.04
0,56,14,1,1,4,16,0,17.72
0,7,7,16,32,2,1,0,16.4
0,196,2,2,2,8,4,0,16.46
0,112,2,1,16,14,1,0,6.45
0,2,56,1,4,2,56,0,6.51
0,16,7,14,2,4,4,0,28.08
0,1,1,49,4,64,4,0,6.33
0,2,28,4,2,8,14,0,6.47
0,1,392,4,4,2,4,0,28.03
0,2,28,4,7,4,8,0,6.47
0,2,392,1,16,2,2,0,16.55
0,1,196,4,4,1,16,0,16.43
0,7,1,16,16,14,2,0,6.57
0,1,1,56,224,1,4,0,6.44
0,49,16,1,2,2,16,0,16.44
0,56,2,1,28,2,8,0,6.5
0,2,2,28,1,8,56,0,6.46
0,1,4,56,1,16,14,0,6.52
0,8,4,49,32,1,1,0,28.01
0,7,7,16,2,2,16,0,16.45
0,7,4,28,4,16,1,0,16.13
0,7,8,28,1,4,8,0,28.02
0,7,2,28,4,4,8,0,11.02
0,1,8,14,4,28,4,0,6.6
0,28,1,4,56,8,1,0,6.45
0,2,8,14,2,8,14,0,6.48
0,1,14,4,1,128,7,0,6.48
0,1,98,2,1,32,8,0,6.48
0,28,1,2,1,64,14,0,6.46
0,392,4,1,8,1,4,0,28.0
0,16,1,49,4,2,8,0,15.81
0,2,28,2,2,7,32,0,6.46
0,28,8,1,4,7,8,0,6.51
0,56,4,1,2,56,2,0,6.48
0,2,4,7,16,2,28,0,6.47
0,1,28,7,16,2,8,0,6.53
0,32,49,1,1,16,2,0,28.02
0,2,7,8,56,2,4,0,6.46
0,8,14,1,224,2,1,0,6.46
0,8,7,1,8,56,2,0,6.49
0,392,1,1,1,16,8,0,11.03
0,7,56,4,1,2,16,0,27.93
0,28,14,1,8,2,8,0,10.83
0,28,1,7,2,16,8,0,6.5
0,196,4,2,1,16,2,0,27.89
0,1,4,56,7,1,32,0,6.5
0,14,1,14,4,2,32,0,6.56
0,4,7,8,8,7,4,0,6.47
0,7,8,2,16,14,2,0,6.46
0,1,1,196,8,16,2,0,6.45
0,16,1,7,8,1,56,0,6.45
0,14,4,4,1,4,56,0,6.46
0,56,28,1,4,4,2,0,28.05
0,14,28,1,1,32,4,0,10.55
0,1,28,7,1,16,16,0,6.47
0,49,2,8,2,8,4,0,16.14
0,8,7,1,224,2,2,0,6.49
0,14,1,14,16,4,4,0,6.5
0,1,56,2,56,2,4,0,6.55
0,2,1,112,1,32,7,0,6.45
0,1,2,56,4,2,56,0,6.57
0,7,4,8,7,4,8,0,6.57
0,14,56,1,16,1,4,0,16.47
0,7,2,28,1,4,32,0,10.95
0,224,1,1,4,8,7,0,6.45
0,14,2,4,16,4,7,0,6.47
0,28,1,8,7,16,2,0,6.55
0,224,1,1,32,1,7,0,6.44
0,1,7,14,16,4,8,0,6.51
0,7,28,2,32,4,1,0,10.66
0,98,4,1,32,2,2,0,11.1
0,49,2,8,1,4,16,0,16.57
0,14,14,1,128,2,1,0,6.45
0,14,2,8,7,16,2,0,6.47
0,2,2,14,1,112,8,0,6.46
0,1,196,1,8,4,8,0,6.45
0,14,56,2,2,1,16,0,28.0
0,4,2,7,16,28,2,0,6.47
0,1,1,392,1,32,4,0,10.95
0,56,4,1,4,28,2,0,6.49
0,1,392,2,8,2,4,0,15.9
0,14,8,1,28,2,8,0,6.51
0,28,1,8,1,112,2,0,6.45
0,49,2,2,1,32,8,0,6.47
0,28,1,2,32,1,28,0,6.45
0,7,7,1,512,2,1,0,6.35
0,1,49,1,4,8,32,0,6.35
0,2,4,7,16,8,7,0,6.47
0,2,49,1,8,4,16,0,6.41
0,1,4,14,56,16,1,0,6.45
0,1,2,56,1,7,64,0,6.15
0,8,1,49,8,2,8,0,11.2
0,28,4,2,7,8,4,0,6.51
0,7,8,2,16,28,1,0,6.45
0,2,98,1,4,4,16,0,6.48
0,392,1,4,8,4,1,0,28.0
0,49,8,1,128,1,1,0,10.95
0,1,1,98,64,4,2,0,6.39
0,56,1,1,2,224,2,0,6.45
0,56,4,1,112,1,2,0,6.45
0,1,28,28,8,2,4,0,16.48
0,14,2,4,1,112,4,0,6.46
0,1,112,7,1,8,8,0,16.39
0,1,1,98,2,8,32,0,6.37
0,7,2,4,4,28,8,0,6.46
0,4,1,28,8,56,1,0,6.45
0,7,8,2,4,8,14,0,6.47
0,1,196,2,16,4,2,0,11.17
0,49,8,2,4,2,8,0,16.34
0,2,28,4,112,1,2,0,6.46
0,14,4,1,7,4,32,0,6.49
0,196,2,1,2,8,8,0,11.04
0,28,14,4,4,8,1,0,28.01
0,7,4,8,2,112,1,0,6.45
0,7,2,4,16,7,8,0,6.47
0,112,14,1,4,2,4,0,28.01
0,28,8,1,1,28,8,0,6.57
0,16,1,49,64,1,1,0,16.43
0,28,28,1,8,4,2,0,16.53
0,2,14,4,14,2,16,0,6.46
0,2,14,2,448,1,2,0,6.45
0,8,1,196,2,2,8,0,28.09
0,56,7,4,8,1,4,0,27.97
0,1,1,56,7,8,16,0,6.44
0,1,392,4,2,2,8,0,28.05
0,112,1,2,4,4,14,0,6.57
0,49,2,4,16,8,1,0,11.02
0,8,2,14,2,112,1,0,6.45
0,7,4,28,1,1,64,0,16.39
0,28,8,1,28,8,1,0,6.44
0,1,16,98,2,2,8,0,27.9
0,784,1,1,16,4,1,0,16.32
0,49,2,8,16,1,4,0,15.83
0,7,14,2,256,1,1,0,6.51
0,16,7,1,448,1,1,0,6.45
0,2,28,2,7,1,64,0,6.45
0,1,1,392,32,2,2,0,10.72
0,4,1,14,8,16,7,0,6.58
0,2,1,56,1,56,8,0,6.45
0,7,14,1,8,2,32,0,6.42
0,784,1,2,1,16,2,0,27.94
0,14,2,14,2,2,32,0,11.05
0,4,14,4,2,4,28,0,6.47
0,56,2,1,16,28,1,0,6.45
0,1,2,56,1,64,7,0,6.48
0,14,2,2,16,7,8,0,6.47
0,28,4,2,16,14,1,0,6.45
0,14,7,1,8,64,1,0,6.39
0,4,14,1,56,1,16,0,6.46
